Episodic Reward
-11
-9
-1
7
-2
2
6
-1
4
-5
6
-2
2
-8
8
4
-3
1
-5
5
-1
7
-12
-1
-4
6
3
6
1
2
-3
9
-1
-4
-8
-2
-8
7
-6
8
-5
10
-14
3
-4
-9
-3
-4
4
10
-6
5
1
-4
-5
8
5
2
2
-3
8
3
5
3
13
6
-2
-1
6
-6
2
-6
5
4
8
5
-2
3
-7
8
6
2
4
8
4
8
9
7
-4
-8
8
13
2
-6
10
7
-9
-8
-2
-4
4
-8
5
-5
-2
10
-8
2
-6
-1
5
-6
-1
-9
-1
-1
-2
7
-2
-4
-9
-1
-2
9
-1
2
-3
-1
3
-2
-5
-3
-2
-9
7
6
5
4
-12
3
5
-12
-5
8
11
2
-4
-9
-3
1
-2
-6
-2
-1
8
-6
-1
-4
4
-10
2
-6
4
-5
8
1
-2
-1
5
-7
7
-10
-11
8
9
-7
2
8
8
8
9
5
2
-2
3
10
-5
-5
7
-3
8
-9
10
11
3
7
5
-6
5
-5
-13
4
6
7
-10
4
2
1
2
1
-1
-7
-5
-4
-2
-7
6
-1
8
2
1
-1
-12
-5
1
-3
5
-6
9
-3
2
-1
6
-5
11
-1
-5
-11
-5
-5
-10
-11
-4
-5
2
-2
-2
-2
-4
-4
5
1
-2
-10
-4
10
-7
6
-4
-10
5
3
-1
4
-3
-13
-10
4
-10
-9
-1
7
-3
1
-3
8
2
5
-2
-2
6
-8
4
7
-13
-6
10
10
2
-7
1
-1
-7
3
-7
12
4
-5
3
8
1
1
-2
-6
-1
-3
5
1
5
4
-3
-5
2
-2
7
6
-5
-9
2
-8
-3
6
-5
3
-3
-4
6
10
-5
-5
1
5
-4
4
6
-6
5
5
-4
4
4
-8
-6
-1
3
7
1
4
1
6
-6
-6
4
3
-8
8
-9
2
-1
4
12
6
-1
1
5
-7
1
-2
9
2
6
4
7
-1
8
13
4
7
-4
3
9
10
9
14
7
12
1
5
7
6
10
3
1
8
-1
10
14
3
-6
10
-3
4
1
-2
11
8
4
6
8
-8
-6
8
-5
1
-7
10
-6
-6
1
5
-4
17
8
12
6
1
-4
6
4
-2
-11
8
-4
5
10
-3
1
8
1
6
5
-1
6
4
5
9
6
-1
7
2
2
9
-6
7
3
5
9
5
7
2
1
8
-4
-2
7
3
12
8
-2
2
1
7
-4
-4
8
7
-7
5
3
2
8
10
7
9
7
9
10
2
2
9
2
4
2
10
11
2
5
6
-4
9
3
8
-1
7
13
8
15
7
-2
8
2
1
11
6
5
8
13
4
9
13
8
6
3
8
7
-5
3
7
8
2
2
4
10
4
1
4
8
2
6
13
1
6
8
7
4
10
7
-4
8
10
7
9
10
7
7
9
8
7
14
7
5
11
6
2
8
-2
-6
-6
-3
-4
8
3
-4
1
1
6
11
8
15
3
11
10
-6
2
6
10
16
-2
-2
3
10
4
2
11
3
10
10
13
4
9
5
9
-4
-3
9
9
9
13
10
6
10
11
-1
10
9
14
12
12
9
11
6
13
8
14
10
5
11
12
11
5
3
10
10
5
12
-1
3
6
12
15
12
7
16
12
7
-2
2
3
4
9
-1
13
7
6
3
9
3
9
14
15
13
5
12
12
11
8
7
7
11
6
9
14
7
5
2
11
7
13
11
12
9
7
6
3
13
3
8
1
5
4
13
2
7
5
7
9
8
2
15
8
-1
7
4
11
12
15
4
12
15
11
5
14
7
2
9
-7
5
2
6
9
2
5
10
2
2
10
13
13
10
-5
6
7
10
4
5
8
2
15
14
3
11
14
4
14
8
8
5
10
14
6
-1
11
5
-1
9
7
8
9
8
7
10
12
7
5
4
13
8
4
6
10
13
12
11
12
10
12
11
9
8
9
10
5
12
8
-8
8
14
15
5
12
17
8
10
12
14
11
7
7
17
16
7
13
14
8
15
8
5
8
13
14
19
11
9
8
10
15
7
10
12
7
13
8
14
5
16
11
14
6
12
6
11
4
8
8
10
13
7
1
14
16
3
5
8
9
14
-4
12
5
1
8
9
11
8
14
11
16
3
12
9
10
8
9
9
-1
6
9
9
16
13
-1
12
8
15
11
12
13
4
4
8
16
5
11
10
10
9
13
5
8
14
10
2
8
9
15
14
14
13
10
12
12
12
5
16
6
3
10
10
7
13
17
11
5
7
10
16
7
11
12
13
2
1
12
15
5
11
16
4
8
11
4
13
10
14
5
10
9
5
4
15
13
13
8
6
10
13
14
6
6
10
9
14
4
6
13
8
12
10
12
14
-2
16
12
13
-1
11
11
8
13
11
10
9
15
11
15
16
11
8
2
5
14
7
6
12
12
3
12
14
12
3
2
12
14
13
10
11
11
12
7
11
6
9
8
14
6
14
17
14
7
4
11
12
-1
16
8
16
9
16
9
11
8
14
9
11
6
15
13
10
11
9
9
7
12
13
13
7
8
13
12
7
15
8
5
9
11
16
11
9
11
14
10
14
11
12
5
15
9
13
4
4
16
15
8
9
10
12
12
10
4
12
10
4
8
11
10
6
14
15
6
7
10
4
11
15
17
9
12
13
10
5
-2
16
-6
11
10
15
14
13
7
5
8
8
10
9
13
3
7
13
12
8
10
14
10
3
6
8
6
7
10
9
10
11
13
